,GEO_ID,NAME,NAICS2017,NAICS2017_LABEL,OWNER_SEX,OWNER_SEX_LABEL,OWNER_ETH,OWNER_ETH_LABEL,OWNER_RACE,OWNER_RACE_LABEL,OWNER_VET,OWNER_VET_LABEL,QDESC,QDESC_LABEL,OWNCHAR,OWNCHAR_LABEL,YEAR,OWNPDEMP,OWNPDEMP_F,OWNPDEMP_PCT,OWNPDEMP_PCT_F,OWNPDEMP_S,OWNPDEMP_S_F,OWNPDEMP_PCT_S,OWNPDEMP_PCT_S_F,state
1,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O15,PRIORBUSTAT,DIXX,Item not reported,2018,1768,,0.0,X,17.7,,0.0,X,28
2,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O02,YRACQBUS,CG,Before 1980,2018,1158,,4.6,,20.3,,0.9,,28
3,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O02,YRACQBUS,CH,1980 to 1989,2018,1978,,7.8,,10.0,,0.9,,28
4,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O02,YRACQBUS,CI,1990 to 1999,2018,2983,,11.8,,11.7,,1.0,,28
5,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O02,YRACQBUS,CI01,2000 to 2007,2018,5251,,20.8,,7.0,,1.6,,28
6,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O02,YRACQBUS,CI02,2008 to 2012,2018,3727,,14.8,,6.3,,1.0,,28
7,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O02,YRACQBUS,CI03,2013 to 2017,2018,5356,,21.3,,7.3,,1.1,,28
8,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O02,YRACQBUS,CM03,2018,2018,99,,0.4,,41.6,,0.2,,28
9,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O02,YRACQBUS,CN,Don't know,2018,4648,,18.4,,12.4,,1.8,,28
10,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O02,YRACQBUS,CO,Total reporting,2018,25201,,100.0,,4.0,,0.0,,28
11,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O02,YRACQBUS,CP,Item not reported,2018,1552,,0.0,X,17.3,,0.0,X,28
12,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O05,PRIMINC,DE,Business was the owner's primary source of personal income,2018,17971,,71.2,,3.5,,1.5,,28
13,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O05,PRIMINC,DF,Business was not the owner's primary source of personal income,2018,7276,,28.8,,7.7,,1.5,,28
14,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O05,PRIMINC,DG,Total reporting,2018,25246,,100.0,,3.9,,0.0,,28
15,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O05,PRIMINC,DH,Item not reported,2018,1507,,0.0,X,16.9,,0.0,X,28
16,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O07,EDUC,DP,"Some college, but no degree",2018,3749,,15.0,,10.3,,1.3,,28
17,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O07,EDUC,DM,Less than high school graduate,2018,877,,3.5,,24.1,,0.7,,28
18,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O07,EDUC,DN,High school graduate - diploma or GED,2018,5443,,21.7,,7.1,,1.8,,28
19,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O07,EDUC,DO,"Technical, trade, or vocational school",2018,1194,,4.8,,13.6,,0.8,,28
20,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O07,EDUC,DQ,Associate degree,2018,1725,,6.9,,16.7,,1.1,,28
21,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O07,EDUC,DR,Bachelor's degree,2018,6399,,25.6,,7.3,,1.3,,28
22,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O07,EDUC,DS1,Master's degree,2018,1695,,6.8,,11.7,,0.7,,28
23,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O07,EDUC,DS2,Doctorate degree,2018,438,,1.7,,33.7,,0.6,,28
24,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O07,EDUC,DS3,Professional degree beyond a bachelor's degree,2018,3513,,14.0,,12.4,,1.6,,28
25,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O07,EDUC,DT,Total reporting,2018,25030,,100.0,,3.9,,0.0,,28
26,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O07,EDUC,DU,Item not reported,2018,1723,,0.0,X,17.0,,0.0,X,28
27,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2A,"Biological, agricultural and environmental life sciences",2018,811,,6.8,,23.5,,1.3,,28
28,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2B,"Chemistry, except biochemistry",2018,504,,4.2,,40.4,,1.5,,28
29,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2C,Computer and mathematical sciences and other technology and technical fields,2018,299,,2.5,,22.1,,0.5,,28
30,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2D,"Earth, atmospheric and ocean sciences",2018,0,D,0.0,D,0.0,D,0.0,D,28
31,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2E,"Economics, political, psychology, sociology and other social sciences",2018,505,,4.2,,25.6,,1.0,,28
32,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2F,Engineering,2018,806,,6.7,,19.3,,1.3,,28
33,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2G,Health,2018,2150,,17.9,,12.0,,2.5,,28
34,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2H,Physics and astronomy,2018,0,D,0.0,D,0.0,D,0.0,D,28
35,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2I,Science and mathematics teacher education,2018,0,D,0.0,D,0.0,D,0.0,D,28
36,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2J,"Other science and engineering related fields, not listed above",2018,413,,3.4,,21.4,,0.8,,28
37,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2K,Art and humanities fields,2018,449,,3.7,,15.8,,0.7,,28
38,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2L,"Education, except science and math teacher education",2018,845,,7.0,,13.7,,1.2,,28
39,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2P,"Other non-science and non-engineering related fields, not listed above",2018,3025,,25.2,,8.2,,1.6,,28
40,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2M,Management and administration fields,2018,2318,,19.3,,13.3,,1.5,,28
41,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2N,Sales and marketing fields,2018,788,,6.6,,27.7,,1.5,,28
42,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FE2O,Social service and related fields,2018,141,,1.2,,49.2,,0.6,,28
43,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FETR,Total reporting,2018,12013,,100.0,,7.1,,0.0,,28
44,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FEXX,Item not reported,2018,0,D,0.0,D,0.0,D,0.0,D,28
45,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O08,FLDEDUC,FEXY,"No Bachelor's, Master's, Doctorate, or Professional Degree",2018,14709,,0.0,X,5.4,,0.0,X,28
46,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O09,OWNRAGE,DZ,Under 25,2018,0,D,0.0,D,0.0,D,0.0,D,28
47,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O09,OWNRAGE,ED,55 to 64,2018,6782,,26.8,,10.9,,2.5,,28
48,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O09,OWNRAGE,EA,25 to 34,2018,973,,3.8,,17.2,,0.6,,28
49,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O09,OWNRAGE,EB,35 to 44,2018,5100,,20.2,,8.8,,1.9,,28
50,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O09,OWNRAGE,EC,45 to 54,2018,6886,,27.2,,8.2,,1.8,,28
51,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O09,OWNRAGE,EE,65 or over,2018,5557,,22.0,,7.9,,1.5,,28
52,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O09,OWNRAGE,EF,Total reporting,2018,25308,,100.0,,4.0,,0.0,,28
53,0400000US28,Mississippi,00,Total for all sectors,001,All owners of respondent firms,001,All owners of respondent firms,00,All owners of respondent firms,001,All owners of respondent firms,O09,OWNRAGE,EG,Item not reported,2018,1446,,0.0,X,18.5,,0.0,X,28
