,able,accidentally,actually,agrees,alien,appears,army,arrive,attack,battle,begin,believes,best,body,boy,breaks,bring,brother,called,calls,captured,car,causing,child,children,city,come,control,convinces,daughter,dead,demands,despite,destroy,destroyed,dies,discover,dr,earth,escapes,falls,following,force,forced,forces,form,free,girl,giving,going,gone,good,hand,head,heart,helps,high,hospital,including,inside,instead,job,killing,kills,large,lead,leads,learn,live,lives,living,local,long,love,manages,meet,men,money,morning,new york,offers,order,orders,party,people,plan,planet,police,power,prevent,quickly,realizing,rescue,rest,revealed,room,run,runs,says,scene,school,second,secret,sends,sent,set,ship,shows,starts,states,stay,stop,suddenly,taking,team,tell,telling,trying,turns,wants,wife,woman,work,working,year old,york,young
0,0.0,0.0,0.0,0.10661086710963479,0.0,0.0,0.11692539339004929,0.10930747272505233,0.3016342316062814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10054474386876046,0.0,0.0,0.0,0.0,0.10532513843017528,0.0,0.0,0.10168955206005537,0.0,0.20815559099995762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2305732776749744,0.6171996754588946,0.10407779549997881,0.20815559099995762,0.0,0.0,0.0,0.1121901939494652,0.1121901939494652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110723977364586,0.0,0.0,0.0,0.10661086710963479,0.0,0.0,0.11863105409803508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1152866388374872,0.0,0.0,0.0,0.0,0.0,0.10793741932447094,0.0,0.0,0.21322173421926957,0.11863105409803508,0.1152866388374872,0.0,0.0,0.0,0.0,0.0,0.0,0.11370973904845565,0.0,0.0,0.0,0.1152866388374872,0.0,0.0,0.10793741932447094,0.0,0.10930747272505233,0.0,0.0,0.0,0.0,0.09943046756419803,0.11370973904845565,0.0,0.221447954729172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1152866388374872,0.0,0.1152866388374872,0.0
1,0.0,0.0,0.0,0.1434699427611472,0.0,0.0,0.0,0.0,0.27061310050036386,0.2980101958733263,0.0,0.0,0.0,0.1368471583526249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138431169528001,0.0,0.0,0.14006110041045602,0.0,0.0,0.0,0.0,0.0,0.1434699427611472,0.15735055864186803,0.1596459254349456,0.0,0.0,0.0,0.0,0.0,0.1434699427611472,0.0,0.0,0.15097823646570013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14900509793666314,0.0,0.0,0.0,0.43040982828344154,0.15302314102642328,0.0,0.0,0.14525513010172567,0.0,0.0,0.0,0.0,0.0,0.0,0.1338070299670266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1434699427611472,0.0,0.0,0.0,0.0,0.0,0.1434699427611472,0.0,0.0,0.0,0.0,0.0,0.0,0.40142108990107983,0.0,0.0,0.29419771699449293,0.0,0.14006110041045602,0.0,0.15302314102642328,0.0,0.0,0.14525513010172567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15097823646570013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.09756651033374582,0.0,0.0,0.0,0.0,0.0,0.4589338814122291,0.0,0.19731979607440692,0.21729661634670097,0.0,0.0,0.0,0.0,0.1100870385653982,0.0,0.11157809775716476,0.0,0.0,0.0,0.10461230367669629,0.0,0.0,0.10461230367669629,0.0,0.19956649053260234,0.0,0.10212671788560013,0.22946694070611456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10212671788560013,0.0,0.0,0.21451671561935845,0.09978324526630117,0.0,0.1100870385653982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21182797578859577,0.0,0.0,0.10335067770264678,0.0,0.0,0.10335067770264678,0.0,0.10725835780967923,0.10461230367669629,0.0,0.0,0.0,0.0,0.0,0.0,0.10461230367669629,0.0,0.3028147206225526,0.0,0.4403481542615928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11473347035305728,0.0,0.0,0.0,0.0,0.10591398789429789,0.0,0.21451671561935845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10093824020751753
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2722330407282274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15879356299470238,0.13769207437638253,0.0,0.0,0.0,0.1393133029267197,0.1427039451938414,0.4389404575705814,0.1361165203641137,0.0,0.0,0.0,0.0,0.154316896919415,0.14098293344351903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30441227632994927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13769207437638253,0.0,0.0,0.0,0.0,0.4505164545426732,0.0,0.1427039451938414,0.15879356299470238,0.0,0.0,0.1393133029267197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154316896919415,0.0,0.0,0.292626971713721,0.0,0.0,0.0,0.0,0.0,0.0,0.28196586688703806,0.0,0.0,0.0,0.0,0.0,0.0,0.1361165203641137,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.8889954674508207,0.06278838078762117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07006075451871292,0.0,0.0,0.06278838078762117,0.0,0.06826054705904451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21302904915511287,0.0,0.0657736510512659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07006075451871292,0.0,0.0,0.07408295562090174,0.0,0.0,0.0,0.07408295562090174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0665765654434975,0.0,0.0,0.13652109411808902,0.0,0.0,0.0,0.0,0.0,0.0642383459568557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13652109411808902,0.14603560248757788,0.1299894157355199,0.0,0.0,0.0,0.0,0.06740497339795523,0.06826054705904451,0.0,0.0,0.0,0.0691451286818349,0.0,0.0710096830517043,0.0,0.0,0.0,0.0,0.0665765654434975,0.0,0.0,0.0,0.0,0.0,0.0,0.1382902573636698,0.0,0.0
5,0.0,0.11838375951459634,0.0,0.0,0.0,0.0,0.0,0.0,0.10609541136881834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10982350845055798,0.0,0.337489262008975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11113971212471442,0.11249642066965833,0.2467607402207036,0.0,0.0,0.0,0.0,0.3294705253516739,0.0,0.0,0.23068378988737062,0.0,0.11838375951459634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1251801934278749,0.0,0.11113971212471442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11534189494368531,0.0,0.0,0.0,0.11249642066965833,0.0,0.0,0.0,0.47353503805838537,0.0,0.11249642066965833,0.0,0.12165114656572236,0.0,0.10982350845055798,0.0,0.0,0.0,0.0,0.11998719253523536,0.0,0.0,0.0,0.0,0.0,0.12165114656572236,0.0,0.0,0.46136757977474124,0.0,0.0,0.0,0.11683659905903249,0.0,0.0,0.0,0.11683659905903249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16825877982304105,0.0,0.0,0.0,0.0,0.3403491677836519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5352307955299387,0.0,0.0,0.0,0.0,0.0,0.0,0.19029002621224167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17841026517664624,0.0,0.17017458389182594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.397051414994124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198525707497062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17214436131281582,0.18063021271891883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198525707497062,0.0,0.0,0.0,0.19029002621224167,0.0,0.19567133263394235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1877471105469937,0.0,0.0,0.16639407000154977,0.19029002621224167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.707146589932836,0.0,0.0,0.41852586907690764,0.0,0.0,0.0,0.07687532396318782,0.0,0.0,0.0,0.0,0.0,0.0,0.16119148488744117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0883933237416045,0.07962375656356017,0.0,0.0,0.0,0.0,0.0,0.0,0.0786807895634163,0.0,0.08059574244372059,0.0,0.0,0.08481360504237936,0.0,0.0,0.0,0.0,0.07962375656356017,0.0,0.0,0.0,0.15033500002625147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17192470317810182,0.176786647483209,0.0896827700695837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15033500002625147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08059574244372059,0.0,0.0,0.08159859012279569,0.25444081512713806,0.0,0.0,0.0,0.0,0.0883933237416045,0.1573615791268326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08263432385239616,0.0,0.0,0.0883933237416045,0.0,0.0,0.0,0.07962375656356017,0.08370517381538153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.10090450616536724,0.0,0.2076634040222679,0.0,0.0,0.0,0.0,0.09691104163760152,0.0,0.0,0.0,0.0,0.19638869224083103,0.0,0.0,0.0,0.0,0.09567124748127626,0.0,0.0,0.1843714273789721,0.0,0.0,0.0890036706444493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1023388243181032,0.0,0.0,0.0,0.6302372411339047,0.18218795627322223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09218571368948605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09691104163760152,0.09819434612041551,0.1866220926559153,0.0,0.09331104632795766,0.0995243263276256,0.1023388243181032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09331104632795766,0.0,0.0,0.09567124748127626,0.10090450616536724,0.0,0.0,0.0,0.0,0.0,0.0,0.09819434612041551,0.09819434612041551,0.09331104632795766,0.10383170201113395,0.0,0.0,0.09109397813661112,0.0,0.1023388243181032,0.0,0.0,0.0,0.0,0.0,0.0,0.10090450616536724,0.0,0.0,0.0,0.0,0.0,0.09691104163760152,0.0,0.0,0.0,0.0,0.0,0.0,0.09691104163760152,0.2046776486362064,0.09819434612041551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09691104163760152,0.10090450616536724,0.36013556636223126
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22550713729317481,0.0,0.0,0.22550713729317481,0.0,0.0,0.0,0.0,0.494649587891503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2373087299242456,0.0,0.0,0.0,0.0,0.0,0.2438584414256618,0.0,0.0,0.2509326687701423,0.2509326687701423,0.0,0.0,0.0,0.2373087299242456,0.0,0.0,0.0,0.0,0.0,0.2509326687701423,0.0,0.0,0.0,0.0,0.0,0.0,0.2227875177862583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21031889813883514,0.22550713729317481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21031889813883514,0.0,0.0,0.0,0.0,0.0,0.0,0.21758715555060187,0.2373087299242456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
